date;commit;wc_total_chars;wc_total_lines;cloc_blank_lines;cloc_comments_lines;cloc_code_lines;cloc_total_lines;norm_pages;commit_msg;counted_files;skipped_files
2024-06-09 00:15:22 +0200;ebc37a3;239589;5792;922;242;4652;5816;133;Big update, PID temp control, GaussNewtonDescend, materials refactoring, tests fixes, jac derivative fix;heat_battery/data/__init__.py, heat_battery/data/assets/fire_lottie.json, heat_battery/data/experimental_data.py, heat_battery/data/pages.py, heat_battery/data/thermocouple_calibration.py, heat_battery/data/visualizer.py, heat_battery/geometry/dummy.py, heat_battery/geometry/experiment.py, heat_battery/geometry/experiment_cartridge.py, heat_battery/geometry/experiment_contact.py, heat_battery/geometry/experiment_v2.py, heat_battery/geometry/simple_setup.py, heat_battery/geometry/step_loader.py, heat_battery/geometry/tantalum_wire.py, heat_battery/geometry/utilities.py, heat_battery/materials/__init__.py, heat_battery/materials/material_base.py, heat_battery/materials/materials.py, heat_battery/optimization/__init__.py, heat_battery/optimization/derivatives.py, heat_battery/optimization/optimization.py, heat_battery/optimization/optimizers.py, heat_battery/simulations/__init__.py, heat_battery/simulations/experiment_urbanek.py, heat_battery/simulations/experiment_urbanek_mem.py, heat_battery/simulations/experiment_v1.py, heat_battery/simulations/experiment_v2.py, heat_battery/simulations/experiment_v3.py, heat_battery/simulations/probing.py, heat_battery/simulations/simulation_base.py, heat_battery/simulations/steady_terms.py, heat_battery/simulations/unsteady_terms.py, heat_battery/utilities.py, test/no_test_data_loader.py, test/test_derivative.py, test/test_experiment_geometry.py, test/test_materials.py, test/test_optimizer_ADAM.py, test/test_optimizer_GaussNewtonDescend.py, test/test_plot_k_property.py, test/test_steady_state_fitter.py, test/test_temperature_spectrum.py, test/test_unsteady.py, test/test_visualizer.py;.gitignore, heat_battery/__init__.py, heat_battery/geometry/__init__.py, test/Experiment_v1.stp, test/Experiment_v2.1.stp, test/Experiment_v2.2.stp, test/TF46.stp, test/TwoWire.stp, test/TwoWire_contact.stp, test/Urbanek.stp, test/Urbanek_membrane.stp, test/Urbanek_v2.stp, test/__init__.py
2024-06-09 00:18:23 +0200;bec622e;239589;5792;922;242;4652;5816;133;ignore files starting with trial_*;heat_battery/data/__init__.py, heat_battery/data/assets/fire_lottie.json, heat_battery/data/experimental_data.py, heat_battery/data/pages.py, heat_battery/data/thermocouple_calibration.py, heat_battery/data/visualizer.py, heat_battery/geometry/dummy.py, heat_battery/geometry/experiment.py, heat_battery/geometry/experiment_cartridge.py, heat_battery/geometry/experiment_contact.py, heat_battery/geometry/experiment_v2.py, heat_battery/geometry/simple_setup.py, heat_battery/geometry/step_loader.py, heat_battery/geometry/tantalum_wire.py, heat_battery/geometry/utilities.py, heat_battery/materials/__init__.py, heat_battery/materials/material_base.py, heat_battery/materials/materials.py, heat_battery/optimization/__init__.py, heat_battery/optimization/derivatives.py, heat_battery/optimization/optimization.py, heat_battery/optimization/optimizers.py, heat_battery/simulations/__init__.py, heat_battery/simulations/experiment_urbanek.py, heat_battery/simulations/experiment_urbanek_mem.py, heat_battery/simulations/experiment_v1.py, heat_battery/simulations/experiment_v2.py, heat_battery/simulations/experiment_v3.py, heat_battery/simulations/probing.py, heat_battery/simulations/simulation_base.py, heat_battery/simulations/steady_terms.py, heat_battery/simulations/unsteady_terms.py, heat_battery/utilities.py, test/no_test_data_loader.py, test/test_derivative.py, test/test_experiment_geometry.py, test/test_materials.py, test/test_optimizer_ADAM.py, test/test_optimizer_GaussNewtonDescend.py, test/test_plot_k_property.py, test/test_steady_state_fitter.py, test/test_temperature_spectrum.py, test/test_unsteady.py, test/test_visualizer.py;.gitignore, heat_battery/__init__.py, heat_battery/geometry/__init__.py, test/Experiment_v1.stp, test/Experiment_v2.1.stp, test/Experiment_v2.2.stp, test/TF46.stp, test/TwoWire.stp, test/TwoWire_contact.stp, test/Urbanek.stp, test/Urbanek_membrane.stp, test/Urbanek_v2.stp, test/__init__.py
2024-06-11 21:38:01 +0200;5caa654;242185;5849;929;253;4690;5872;134;Adding/editing few of Optimizers, geometry probes renamed to points, visualiser comments;heat_battery/data/__init__.py, heat_battery/data/assets/fire_lottie.json, heat_battery/data/experimental_data.py, heat_battery/data/pages.py, heat_battery/data/thermocouple_calibration.py, heat_battery/data/visualizer.py, heat_battery/geometry/dummy.py, heat_battery/geometry/experiment.py, heat_battery/geometry/experiment_cartridge.py, heat_battery/geometry/experiment_contact.py, heat_battery/geometry/experiment_v2.py, heat_battery/geometry/simple_setup.py, heat_battery/geometry/step_loader.py, heat_battery/geometry/tantalum_wire.py, heat_battery/geometry/utilities.py, heat_battery/materials/__init__.py, heat_battery/materials/material_base.py, heat_battery/materials/materials.py, heat_battery/optimization/__init__.py, heat_battery/optimization/derivatives.py, heat_battery/optimization/optimization.py, heat_battery/optimization/optimizers.py, heat_battery/simulations/__init__.py, heat_battery/simulations/experiment_urbanek.py, heat_battery/simulations/experiment_urbanek_mem.py, heat_battery/simulations/experiment_v1.py, heat_battery/simulations/experiment_v2.py, heat_battery/simulations/experiment_v3.py, heat_battery/simulations/probing.py, heat_battery/simulations/simulation_base.py, heat_battery/simulations/steady_terms.py, heat_battery/simulations/unsteady_terms.py, heat_battery/utilities.py, test/no_test_data_loader.py, test/test_derivative.py, test/test_experiment_geometry.py, test/test_materials.py, test/test_optimizer_ADAM.py, test/test_optimizer_GaussNewtonDescend.py, test/test_plot_k_property.py, test/test_steady_state_fitter.py, test/test_temperature_spectrum.py, test/test_unsteady.py, test/test_visualizer.py;.gitignore, heat_battery/__init__.py, heat_battery/geometry/__init__.py, test/Experiment_v1.stp, test/Experiment_v2.1.stp, test/Experiment_v2.2.stp, test/TF46.stp, test/TwoWire.stp, test/TwoWire_contact.stp, test/Urbanek.stp, test/Urbanek_membrane.stp, test/Urbanek_v2.stp, test/__init__.py
2024-06-21 14:01:25 +0200;76726a6;245839;5954;942;255;4783;5980;136;Adding README, setup.py and few minor changes;README.md, heat_battery/data/__init__.py, heat_battery/data/assets/fire_lottie.json, heat_battery/data/experimental_data.py, heat_battery/data/pages.py, heat_battery/data/thermocouple_calibration.py, heat_battery/data/visualizer.py, heat_battery/geometry/dummy.py, heat_battery/geometry/experiment.py, heat_battery/geometry/experiment_cartridge.py, heat_battery/geometry/experiment_contact.py, heat_battery/geometry/experiment_v2.py, heat_battery/geometry/simple_setup.py, heat_battery/geometry/step_loader.py, heat_battery/geometry/tantalum_wire.py, heat_battery/geometry/utilities.py, heat_battery/materials/__init__.py, heat_battery/materials/material_base.py, heat_battery/materials/materials.py, heat_battery/optimization/__init__.py, heat_battery/optimization/derivatives.py, heat_battery/optimization/optimization.py, heat_battery/optimization/optimizers.py, heat_battery/simulations/__init__.py, heat_battery/simulations/experiment_urbanek.py, heat_battery/simulations/experiment_urbanek_mem.py, heat_battery/simulations/experiment_v1.py, heat_battery/simulations/experiment_v2.py, heat_battery/simulations/experiment_v3.py, heat_battery/simulations/probing.py, heat_battery/simulations/simulation_base.py, heat_battery/simulations/steady_terms.py, heat_battery/simulations/unsteady_terms.py, heat_battery/utilities.py, setup.py, test/no_test_data_loader.py, test/test_derivative.py, test/test_experiment_geometry.py, test/test_materials.py, test/test_optimizer_ADAM.py, test/test_optimizer_GaussNewtonDescend.py, test/test_plot_k_property.py, test/test_steady_state_fitter.py, test/test_temperature_spectrum.py, test/test_unsteady.py, test/test_visualizer.py;.gitignore, heat_battery/__init__.py, heat_battery/geometry/__init__.py, test/Experiment_v1.stp, test/Experiment_v2.1.stp, test/Experiment_v2.2.stp, test/TF46.stp, test/TwoWire.stp, test/TwoWire_contact.stp, test/Urbanek.stp, test/Urbanek_membrane.stp, test/Urbanek_v2.stp, test/__init__.py
2024-06-21 14:55:49 +0200;acdd0ee;245842;5954;942;255;4783;5980;136;setup bug fix - missing colon;README.md, heat_battery/data/__init__.py, heat_battery/data/assets/fire_lottie.json, heat_battery/data/experimental_data.py, heat_battery/data/pages.py, heat_battery/data/thermocouple_calibration.py, heat_battery/data/visualizer.py, heat_battery/geometry/dummy.py, heat_battery/geometry/experiment.py, heat_battery/geometry/experiment_cartridge.py, heat_battery/geometry/experiment_contact.py, heat_battery/geometry/experiment_v2.py, heat_battery/geometry/simple_setup.py, heat_battery/geometry/step_loader.py, heat_battery/geometry/tantalum_wire.py, heat_battery/geometry/utilities.py, heat_battery/materials/__init__.py, heat_battery/materials/material_base.py, heat_battery/materials/materials.py, heat_battery/optimization/__init__.py, heat_battery/optimization/derivatives.py, heat_battery/optimization/optimization.py, heat_battery/optimization/optimizers.py, heat_battery/simulations/__init__.py, heat_battery/simulations/experiment_urbanek.py, heat_battery/simulations/experiment_urbanek_mem.py, heat_battery/simulations/experiment_v1.py, heat_battery/simulations/experiment_v2.py, heat_battery/simulations/experiment_v3.py, heat_battery/simulations/probing.py, heat_battery/simulations/simulation_base.py, heat_battery/simulations/steady_terms.py, heat_battery/simulations/unsteady_terms.py, heat_battery/utilities.py, setup.py, test/no_test_data_loader.py, test/test_derivative.py, test/test_experiment_geometry.py, test/test_materials.py, test/test_optimizer_ADAM.py, test/test_optimizer_GaussNewtonDescend.py, test/test_plot_k_property.py, test/test_steady_state_fitter.py, test/test_temperature_spectrum.py, test/test_unsteady.py, test/test_visualizer.py;.gitignore, heat_battery/__init__.py, heat_battery/geometry/__init__.py, test/Experiment_v1.stp, test/Experiment_v2.1.stp, test/Experiment_v2.2.stp, test/TF46.stp, test/TwoWire.stp, test/TwoWire_contact.stp, test/Urbanek.stp, test/Urbanek_membrane.stp, test/Urbanek_v2.stp, test/__init__.py
2024-06-21 14:59:34 +0200;b8a5f72;247381;6004;949;259;4822;6030;137;Merge remote-tracking branch 'refs/remotes/origin/master';.github/workflows/main.yml, .github/workflows/python-app.yml, README.md, heat_battery/data/__init__.py, heat_battery/data/assets/fire_lottie.json, heat_battery/data/experimental_data.py, heat_battery/data/pages.py, heat_battery/data/thermocouple_calibration.py, heat_battery/data/visualizer.py, heat_battery/geometry/dummy.py, heat_battery/geometry/experiment.py, heat_battery/geometry/experiment_cartridge.py, heat_battery/geometry/experiment_contact.py, heat_battery/geometry/experiment_v2.py, heat_battery/geometry/simple_setup.py, heat_battery/geometry/step_loader.py, heat_battery/geometry/tantalum_wire.py, heat_battery/geometry/utilities.py, heat_battery/materials/__init__.py, heat_battery/materials/material_base.py, heat_battery/materials/materials.py, heat_battery/optimization/__init__.py, heat_battery/optimization/derivatives.py, heat_battery/optimization/optimization.py, heat_battery/optimization/optimizers.py, heat_battery/simulations/__init__.py, heat_battery/simulations/experiment_urbanek.py, heat_battery/simulations/experiment_urbanek_mem.py, heat_battery/simulations/experiment_v1.py, heat_battery/simulations/experiment_v2.py, heat_battery/simulations/experiment_v3.py, heat_battery/simulations/probing.py, heat_battery/simulations/simulation_base.py, heat_battery/simulations/steady_terms.py, heat_battery/simulations/unsteady_terms.py, heat_battery/utilities.py, setup.py, test/no_test_data_loader.py, test/test_derivative.py, test/test_experiment_geometry.py, test/test_materials.py, test/test_optimizer_ADAM.py, test/test_optimizer_GaussNewtonDescend.py, test/test_plot_k_property.py, test/test_steady_state_fitter.py, test/test_temperature_spectrum.py, test/test_unsteady.py, test/test_visualizer.py;.gitignore, heat_battery/__init__.py, heat_battery/geometry/__init__.py, test/Experiment_v1.stp, test/Experiment_v2.1.stp, test/Experiment_v2.2.stp, test/TF46.stp, test/TwoWire.stp, test/TwoWire_contact.stp, test/Urbanek.stp, test/Urbanek_membrane.stp, test/Urbanek_v2.stp, test/__init__.py
2024-06-21 15:06:56 +0200;e803388;247409;6005;949;259;4823;6031;137;adding petsc4py dependency to setup;.github/workflows/main.yml, .github/workflows/python-app.yml, README.md, heat_battery/data/__init__.py, heat_battery/data/assets/fire_lottie.json, heat_battery/data/experimental_data.py, heat_battery/data/pages.py, heat_battery/data/thermocouple_calibration.py, heat_battery/data/visualizer.py, heat_battery/geometry/dummy.py, heat_battery/geometry/experiment.py, heat_battery/geometry/experiment_cartridge.py, heat_battery/geometry/experiment_contact.py, heat_battery/geometry/experiment_v2.py, heat_battery/geometry/simple_setup.py, heat_battery/geometry/step_loader.py, heat_battery/geometry/tantalum_wire.py, heat_battery/geometry/utilities.py, heat_battery/materials/__init__.py, heat_battery/materials/material_base.py, heat_battery/materials/materials.py, heat_battery/optimization/__init__.py, heat_battery/optimization/derivatives.py, heat_battery/optimization/optimization.py, heat_battery/optimization/optimizers.py, heat_battery/simulations/__init__.py, heat_battery/simulations/experiment_urbanek.py, heat_battery/simulations/experiment_urbanek_mem.py, heat_battery/simulations/experiment_v1.py, heat_battery/simulations/experiment_v2.py, heat_battery/simulations/experiment_v3.py, heat_battery/simulations/probing.py, heat_battery/simulations/simulation_base.py, heat_battery/simulations/steady_terms.py, heat_battery/simulations/unsteady_terms.py, heat_battery/utilities.py, setup.py, test/no_test_data_loader.py, test/test_derivative.py, test/test_experiment_geometry.py, test/test_materials.py, test/test_optimizer_ADAM.py, test/test_optimizer_GaussNewtonDescend.py, test/test_plot_k_property.py, test/test_steady_state_fitter.py, test/test_temperature_spectrum.py, test/test_unsteady.py, test/test_visualizer.py;.gitignore, heat_battery/__init__.py, heat_battery/geometry/__init__.py, test/Experiment_v1.stp, test/Experiment_v2.1.stp, test/Experiment_v2.2.stp, test/TF46.stp, test/TwoWire.stp, test/TwoWire_contact.stp, test/Urbanek.stp, test/Urbanek_membrane.stp, test/Urbanek_v2.stp, test/__init__.py
2024-06-21 15:10:57 +0200;7ec35ad;247541;6007;950;259;4824;6033;137;add build workflow badge to readme;.github/workflows/main.yml, .github/workflows/python-app.yml, README.md, heat_battery/data/__init__.py, heat_battery/data/assets/fire_lottie.json, heat_battery/data/experimental_data.py, heat_battery/data/pages.py, heat_battery/data/thermocouple_calibration.py, heat_battery/data/visualizer.py, heat_battery/geometry/dummy.py, heat_battery/geometry/experiment.py, heat_battery/geometry/experiment_cartridge.py, heat_battery/geometry/experiment_contact.py, heat_battery/geometry/experiment_v2.py, heat_battery/geometry/simple_setup.py, heat_battery/geometry/step_loader.py, heat_battery/geometry/tantalum_wire.py, heat_battery/geometry/utilities.py, heat_battery/materials/__init__.py, heat_battery/materials/material_base.py, heat_battery/materials/materials.py, heat_battery/optimization/__init__.py, heat_battery/optimization/derivatives.py, heat_battery/optimization/optimization.py, heat_battery/optimization/optimizers.py, heat_battery/simulations/__init__.py, heat_battery/simulations/experiment_urbanek.py, heat_battery/simulations/experiment_urbanek_mem.py, heat_battery/simulations/experiment_v1.py, heat_battery/simulations/experiment_v2.py, heat_battery/simulations/experiment_v3.py, heat_battery/simulations/probing.py, heat_battery/simulations/simulation_base.py, heat_battery/simulations/steady_terms.py, heat_battery/simulations/unsteady_terms.py, heat_battery/utilities.py, setup.py, test/no_test_data_loader.py, test/test_derivative.py, test/test_experiment_geometry.py, test/test_materials.py, test/test_optimizer_ADAM.py, test/test_optimizer_GaussNewtonDescend.py, test/test_plot_k_property.py, test/test_steady_state_fitter.py, test/test_temperature_spectrum.py, test/test_unsteady.py, test/test_visualizer.py;.gitignore, heat_battery/__init__.py, heat_battery/geometry/__init__.py, test/Experiment_v1.stp, test/Experiment_v2.1.stp, test/Experiment_v2.2.stp, test/TF46.stp, test/TwoWire.stp, test/TwoWire_contact.stp, test/Urbanek.stp, test/Urbanek_membrane.stp, test/Urbanek_v2.stp, test/__init__.py
2024-06-21 15:14:43 +0200;02462c3;247541;6007;950;259;4824;6033;137;dumb mistake in setup;.github/workflows/main.yml, .github/workflows/python-app.yml, README.md, heat_battery/data/__init__.py, heat_battery/data/assets/fire_lottie.json, heat_battery/data/experimental_data.py, heat_battery/data/pages.py, heat_battery/data/thermocouple_calibration.py, heat_battery/data/visualizer.py, heat_battery/geometry/dummy.py, heat_battery/geometry/experiment.py, heat_battery/geometry/experiment_cartridge.py, heat_battery/geometry/experiment_contact.py, heat_battery/geometry/experiment_v2.py, heat_battery/geometry/simple_setup.py, heat_battery/geometry/step_loader.py, heat_battery/geometry/tantalum_wire.py, heat_battery/geometry/utilities.py, heat_battery/materials/__init__.py, heat_battery/materials/material_base.py, heat_battery/materials/materials.py, heat_battery/optimization/__init__.py, heat_battery/optimization/derivatives.py, heat_battery/optimization/optimization.py, heat_battery/optimization/optimizers.py, heat_battery/simulations/__init__.py, heat_battery/simulations/experiment_urbanek.py, heat_battery/simulations/experiment_urbanek_mem.py, heat_battery/simulations/experiment_v1.py, heat_battery/simulations/experiment_v2.py, heat_battery/simulations/experiment_v3.py, heat_battery/simulations/probing.py, heat_battery/simulations/simulation_base.py, heat_battery/simulations/steady_terms.py, heat_battery/simulations/unsteady_terms.py, heat_battery/utilities.py, setup.py, test/no_test_data_loader.py, test/test_derivative.py, test/test_experiment_geometry.py, test/test_materials.py, test/test_optimizer_ADAM.py, test/test_optimizer_GaussNewtonDescend.py, test/test_plot_k_property.py, test/test_steady_state_fitter.py, test/test_temperature_spectrum.py, test/test_unsteady.py, test/test_visualizer.py;.gitignore, heat_battery/__init__.py, heat_battery/geometry/__init__.py, test/Experiment_v1.stp, test/Experiment_v2.1.stp, test/Experiment_v2.2.stp, test/TF46.stp, test/TwoWire.stp, test/TwoWire_contact.stp, test/Urbanek.stp, test/Urbanek_membrane.stp, test/Urbanek_v2.stp, test/__init__.py
2024-06-21 15:57:43 +0200;163d8b8;247252;6004;950;257;4823;6030;137;setup-python-v5;.github/workflows/main.yml, .github/workflows/python-app.yml, README.md, heat_battery/data/__init__.py, heat_battery/data/assets/fire_lottie.json, heat_battery/data/experimental_data.py, heat_battery/data/pages.py, heat_battery/data/thermocouple_calibration.py, heat_battery/data/visualizer.py, heat_battery/geometry/dummy.py, heat_battery/geometry/experiment.py, heat_battery/geometry/experiment_cartridge.py, heat_battery/geometry/experiment_contact.py, heat_battery/geometry/experiment_v2.py, heat_battery/geometry/simple_setup.py, heat_battery/geometry/step_loader.py, heat_battery/geometry/tantalum_wire.py, heat_battery/geometry/utilities.py, heat_battery/materials/__init__.py, heat_battery/materials/material_base.py, heat_battery/materials/materials.py, heat_battery/optimization/__init__.py, heat_battery/optimization/derivatives.py, heat_battery/optimization/optimization.py, heat_battery/optimization/optimizers.py, heat_battery/simulations/__init__.py, heat_battery/simulations/experiment_urbanek.py, heat_battery/simulations/experiment_urbanek_mem.py, heat_battery/simulations/experiment_v1.py, heat_battery/simulations/experiment_v2.py, heat_battery/simulations/experiment_v3.py, heat_battery/simulations/probing.py, heat_battery/simulations/simulation_base.py, heat_battery/simulations/steady_terms.py, heat_battery/simulations/unsteady_terms.py, heat_battery/utilities.py, setup.py, test/no_test_data_loader.py, test/test_derivative.py, test/test_experiment_geometry.py, test/test_materials.py, test/test_optimizer_ADAM.py, test/test_optimizer_GaussNewtonDescend.py, test/test_plot_k_property.py, test/test_steady_state_fitter.py, test/test_temperature_spectrum.py, test/test_unsteady.py, test/test_visualizer.py;.gitignore, heat_battery/__init__.py, heat_battery/geometry/__init__.py, test/Experiment_v1.stp, test/Experiment_v2.1.stp, test/Experiment_v2.2.stp, test/TF46.stp, test/TwoWire.stp, test/TwoWire_contact.stp, test/Urbanek.stp, test/Urbanek_membrane.stp, test/Urbanek_v2.stp, test/__init__.py
2024-06-21 16:02:36 +0200;e20a40e;247152;6003;953;257;4819;6029;137;still not working.. learning;.github/workflows/main.yml, .github/workflows/python-app.yml, README.md, heat_battery/data/__init__.py, heat_battery/data/assets/fire_lottie.json, heat_battery/data/experimental_data.py, heat_battery/data/pages.py, heat_battery/data/thermocouple_calibration.py, heat_battery/data/visualizer.py, heat_battery/geometry/dummy.py, heat_battery/geometry/experiment.py, heat_battery/geometry/experiment_cartridge.py, heat_battery/geometry/experiment_contact.py, heat_battery/geometry/experiment_v2.py, heat_battery/geometry/simple_setup.py, heat_battery/geometry/step_loader.py, heat_battery/geometry/tantalum_wire.py, heat_battery/geometry/utilities.py, heat_battery/materials/__init__.py, heat_battery/materials/material_base.py, heat_battery/materials/materials.py, heat_battery/optimization/__init__.py, heat_battery/optimization/derivatives.py, heat_battery/optimization/optimization.py, heat_battery/optimization/optimizers.py, heat_battery/simulations/__init__.py, heat_battery/simulations/experiment_urbanek.py, heat_battery/simulations/experiment_urbanek_mem.py, heat_battery/simulations/experiment_v1.py, heat_battery/simulations/experiment_v2.py, heat_battery/simulations/experiment_v3.py, heat_battery/simulations/probing.py, heat_battery/simulations/simulation_base.py, heat_battery/simulations/steady_terms.py, heat_battery/simulations/unsteady_terms.py, heat_battery/utilities.py, setup.py, test/no_test_data_loader.py, test/test_derivative.py, test/test_experiment_geometry.py, test/test_materials.py, test/test_optimizer_ADAM.py, test/test_optimizer_GaussNewtonDescend.py, test/test_plot_k_property.py, test/test_steady_state_fitter.py, test/test_temperature_spectrum.py, test/test_unsteady.py, test/test_visualizer.py;.gitignore, heat_battery/__init__.py, heat_battery/geometry/__init__.py, test/Experiment_v1.stp, test/Experiment_v2.1.stp, test/Experiment_v2.2.stp, test/TF46.stp, test/TwoWire.stp, test/TwoWire_contact.stp, test/Urbanek.stp, test/Urbanek_membrane.stp, test/Urbanek_v2.stp, test/__init__.py
2024-06-21 16:10:28 +0200;48dac4a;247288;6006;954;257;4821;6032;137;reordering installs;.github/workflows/main.yml, .github/workflows/python-app.yml, README.md, heat_battery/data/__init__.py, heat_battery/data/assets/fire_lottie.json, heat_battery/data/experimental_data.py, heat_battery/data/pages.py, heat_battery/data/thermocouple_calibration.py, heat_battery/data/visualizer.py, heat_battery/geometry/dummy.py, heat_battery/geometry/experiment.py, heat_battery/geometry/experiment_cartridge.py, heat_battery/geometry/experiment_contact.py, heat_battery/geometry/experiment_v2.py, heat_battery/geometry/simple_setup.py, heat_battery/geometry/step_loader.py, heat_battery/geometry/tantalum_wire.py, heat_battery/geometry/utilities.py, heat_battery/materials/__init__.py, heat_battery/materials/material_base.py, heat_battery/materials/materials.py, heat_battery/optimization/__init__.py, heat_battery/optimization/derivatives.py, heat_battery/optimization/optimization.py, heat_battery/optimization/optimizers.py, heat_battery/simulations/__init__.py, heat_battery/simulations/experiment_urbanek.py, heat_battery/simulations/experiment_urbanek_mem.py, heat_battery/simulations/experiment_v1.py, heat_battery/simulations/experiment_v2.py, heat_battery/simulations/experiment_v3.py, heat_battery/simulations/probing.py, heat_battery/simulations/simulation_base.py, heat_battery/simulations/steady_terms.py, heat_battery/simulations/unsteady_terms.py, heat_battery/utilities.py, setup.py, test/no_test_data_loader.py, test/test_derivative.py, test/test_experiment_geometry.py, test/test_materials.py, test/test_optimizer_ADAM.py, test/test_optimizer_GaussNewtonDescend.py, test/test_plot_k_property.py, test/test_steady_state_fitter.py, test/test_temperature_spectrum.py, test/test_unsteady.py, test/test_visualizer.py;.gitignore, heat_battery/__init__.py, heat_battery/geometry/__init__.py, test/Experiment_v1.stp, test/Experiment_v2.1.stp, test/Experiment_v2.2.stp, test/TF46.stp, test/TwoWire.stp, test/TwoWire_contact.stp, test/Urbanek.stp, test/Urbanek_membrane.stp, test/Urbanek_v2.stp, test/__init__.py
2024-06-21 16:19:45 +0200;709fa38;247292;6006;954;257;4821;6032;137;switch to python3 command instead of python;.github/workflows/main.yml, .github/workflows/python-app.yml, README.md, heat_battery/data/__init__.py, heat_battery/data/assets/fire_lottie.json, heat_battery/data/experimental_data.py, heat_battery/data/pages.py, heat_battery/data/thermocouple_calibration.py, heat_battery/data/visualizer.py, heat_battery/geometry/dummy.py, heat_battery/geometry/experiment.py, heat_battery/geometry/experiment_cartridge.py, heat_battery/geometry/experiment_contact.py, heat_battery/geometry/experiment_v2.py, heat_battery/geometry/simple_setup.py, heat_battery/geometry/step_loader.py, heat_battery/geometry/tantalum_wire.py, heat_battery/geometry/utilities.py, heat_battery/materials/__init__.py, heat_battery/materials/material_base.py, heat_battery/materials/materials.py, heat_battery/optimization/__init__.py, heat_battery/optimization/derivatives.py, heat_battery/optimization/optimization.py, heat_battery/optimization/optimizers.py, heat_battery/simulations/__init__.py, heat_battery/simulations/experiment_urbanek.py, heat_battery/simulations/experiment_urbanek_mem.py, heat_battery/simulations/experiment_v1.py, heat_battery/simulations/experiment_v2.py, heat_battery/simulations/experiment_v3.py, heat_battery/simulations/probing.py, heat_battery/simulations/simulation_base.py, heat_battery/simulations/steady_terms.py, heat_battery/simulations/unsteady_terms.py, heat_battery/utilities.py, setup.py, test/no_test_data_loader.py, test/test_derivative.py, test/test_experiment_geometry.py, test/test_materials.py, test/test_optimizer_ADAM.py, test/test_optimizer_GaussNewtonDescend.py, test/test_plot_k_property.py, test/test_steady_state_fitter.py, test/test_temperature_spectrum.py, test/test_unsteady.py, test/test_visualizer.py;.gitignore, heat_battery/__init__.py, heat_battery/geometry/__init__.py, test/Experiment_v1.stp, test/Experiment_v2.1.stp, test/Experiment_v2.2.stp, test/TF46.stp, test/TwoWire.stp, test/TwoWire_contact.stp, test/Urbanek.stp, test/Urbanek_membrane.stp, test/Urbanek_v2.stp, test/__init__.py
2024-06-21 16:21:05 +0200;57d0da8;247293;6006;954;257;4821;6032;137;missed one;.github/workflows/main.yml, .github/workflows/python-app.yml, README.md, heat_battery/data/__init__.py, heat_battery/data/assets/fire_lottie.json, heat_battery/data/experimental_data.py, heat_battery/data/pages.py, heat_battery/data/thermocouple_calibration.py, heat_battery/data/visualizer.py, heat_battery/geometry/dummy.py, heat_battery/geometry/experiment.py, heat_battery/geometry/experiment_cartridge.py, heat_battery/geometry/experiment_contact.py, heat_battery/geometry/experiment_v2.py, heat_battery/geometry/simple_setup.py, heat_battery/geometry/step_loader.py, heat_battery/geometry/tantalum_wire.py, heat_battery/geometry/utilities.py, heat_battery/materials/__init__.py, heat_battery/materials/material_base.py, heat_battery/materials/materials.py, heat_battery/optimization/__init__.py, heat_battery/optimization/derivatives.py, heat_battery/optimization/optimization.py, heat_battery/optimization/optimizers.py, heat_battery/simulations/__init__.py, heat_battery/simulations/experiment_urbanek.py, heat_battery/simulations/experiment_urbanek_mem.py, heat_battery/simulations/experiment_v1.py, heat_battery/simulations/experiment_v2.py, heat_battery/simulations/experiment_v3.py, heat_battery/simulations/probing.py, heat_battery/simulations/simulation_base.py, heat_battery/simulations/steady_terms.py, heat_battery/simulations/unsteady_terms.py, heat_battery/utilities.py, setup.py, test/no_test_data_loader.py, test/test_derivative.py, test/test_experiment_geometry.py, test/test_materials.py, test/test_optimizer_ADAM.py, test/test_optimizer_GaussNewtonDescend.py, test/test_plot_k_property.py, test/test_steady_state_fitter.py, test/test_temperature_spectrum.py, test/test_unsteady.py, test/test_visualizer.py;.gitignore, heat_battery/__init__.py, heat_battery/geometry/__init__.py, test/Experiment_v1.stp, test/Experiment_v2.1.stp, test/Experiment_v2.2.stp, test/TF46.stp, test/TwoWire.stp, test/TwoWire_contact.stp, test/Urbanek.stp, test/Urbanek_membrane.stp, test/Urbanek_v2.stp, test/__init__.py
