date;commit;wc_total_chars;wc_total_lines;cloc_blank_lines;cloc_comments_lines;cloc_code_lines;cloc_total_lines;norm_pages;commit_msg;counted_files;skipped_files
2023-10-31 15:10:52 +0100;98a1459;70846;1767;273;132;1371;1776;39;initial commit;heat_battery/experiments/__init__.py, heat_battery/experiments/show_data.py, heat_battery/geometry/experiment.py, heat_battery/geometry/simple_setup.py, heat_battery/geometry/utilities.py, heat_battery/materials/__init__.py, heat_battery/materials/material_base.py, heat_battery/materials/materials.py, heat_battery/materials/materials_backup.py, heat_battery/optimization/__init__.py, heat_battery/optimization/optimization.py, heat_battery/optimization/optimizers.py, heat_battery/simulations/Experiment_sim.py, heat_battery/simulations/__init__.py, heat_battery/simulations/utilities/__init__.py, heat_battery/simulations/utilities/probing.py, tests/Experiment_1.py, tests/adjoint_test.py;.gitignore, heat_battery/__init__.py, heat_battery/geometry/__init__.py
2023-11-01 18:09:46 +0100;5e1b652;73384;1841;289;136;1425;1850;40;Tests added, refactoring package;heat_battery/data/__init__.py, heat_battery/data/show_data.py, heat_battery/geometry/experiment.py, heat_battery/geometry/simple_setup.py, heat_battery/geometry/utilities.py, heat_battery/materials/__init__.py, heat_battery/materials/material_base.py, heat_battery/materials/materials.py, heat_battery/materials/materials_backup.py, heat_battery/optimization/__init__.py, heat_battery/optimization/optimization.py, heat_battery/optimization/optimizers.py, heat_battery/simulations/Experiment_sim.py, heat_battery/simulations/__init__.py, heat_battery/simulations/utilities/__init__.py, heat_battery/simulations/utilities/probing.py, test/Experiment_1.py, test/Experiment_1_identifiability.py, test/adjoint_test.py, test/test.py, test/test_experiment_geometry.py;.gitignore, heat_battery/__init__.py, heat_battery/geometry/__init__.py, test/__init__.py
2023-11-02 17:28:44 +0100;15977b2;72849;1832;288;139;1414;1841;40;testing ADAM optimizer;heat_battery/data/__init__.py, heat_battery/data/show_data.py, heat_battery/geometry/experiment.py, heat_battery/geometry/simple_setup.py, heat_battery/geometry/utilities.py, heat_battery/materials/__init__.py, heat_battery/materials/material_base.py, heat_battery/materials/materials.py, heat_battery/materials/materials_backup.py, heat_battery/optimization/__init__.py, heat_battery/optimization/optimization.py, heat_battery/optimization/optimizers.py, heat_battery/simulations/Experiment_sim.py, heat_battery/simulations/__init__.py, heat_battery/simulations/utilities/__init__.py, heat_battery/simulations/utilities/probing.py, test/Experiment_1.py, test/Experiment_1_identifiability.py, test/adjoint_test.py, test/test.py, test/test_experiment_geometry.py;.gitignore, heat_battery/__init__.py, heat_battery/geometry/__init__.py, test/__init__.py
2023-11-03 14:11:31 +0100;704c140;69060;1765;272;137;1365;1774;38;Adding optimizers to optimization module, refactoring optimization;heat_battery/data/__init__.py, heat_battery/data/show_data.py, heat_battery/geometry/experiment.py, heat_battery/geometry/simple_setup.py, heat_battery/geometry/utilities.py, heat_battery/materials/__init__.py, heat_battery/materials/material_base.py, heat_battery/materials/materials.py, heat_battery/materials/materials_backup.py, heat_battery/optimization/__init__.py, heat_battery/optimization/optimization.py, heat_battery/optimization/optimizers.py, heat_battery/simulations/Experiment_sim.py, heat_battery/simulations/__init__.py, heat_battery/simulations/utilities/__init__.py, heat_battery/simulations/utilities/probing.py, test/Experiment_1.py, test/Experiment_1_identifiability.py, test/adjoint_test.py, test/test.py, test/test_experiment_geometry.py;.gitignore, heat_battery/__init__.py, heat_battery/geometry/__init__.py, test/__init__.py
2023-11-03 17:40:50 +0100;740bc32;79026;1966;308;74;1595;1977;43;Add contact resistance and test, resolving warnings;heat_battery/data/__init__.py, heat_battery/data/show_data.py, heat_battery/geometry/experiment.py, heat_battery/geometry/experiment_contact.py, heat_battery/geometry/simple_setup.py, heat_battery/geometry/utilities.py, heat_battery/materials/__init__.py, heat_battery/materials/material_base.py, heat_battery/materials/materials.py, heat_battery/materials/materials_backup.py, heat_battery/optimization/__init__.py, heat_battery/optimization/optimization.py, heat_battery/optimization/optimizers.py, heat_battery/simulations/Experiment_sim.py, heat_battery/simulations/__init__.py, heat_battery/simulations/utilities/__init__.py, heat_battery/simulations/utilities/probing.py, test/adjoint_test.py, test/test_001.py, test/test_002_experiment_geometry.py, test/test_003_steady_state_fitting.py, test/test_004_steady_state_fitting_contact.py;.gitignore, heat_battery/__init__.py, heat_battery/geometry/__init__.py, test/__init__.py
2023-11-05 21:49:49 +0100;598c47d;79703;1984;310;73;1612;1995;44;Refactor ploting of material property;heat_battery/data/__init__.py, heat_battery/data/show_data.py, heat_battery/geometry/experiment.py, heat_battery/geometry/experiment_contact.py, heat_battery/geometry/simple_setup.py, heat_battery/geometry/utilities.py, heat_battery/materials/__init__.py, heat_battery/materials/material_base.py, heat_battery/materials/materials.py, heat_battery/materials/materials_backup.py, heat_battery/optimization/__init__.py, heat_battery/optimization/optimization.py, heat_battery/optimization/optimizers.py, heat_battery/simulations/Experiment_sim.py, heat_battery/simulations/__init__.py, heat_battery/simulations/utilities/__init__.py, heat_battery/simulations/utilities/probing.py, test/adjoint_test.py, test/test_001.py, test/test_002_experiment_geometry.py, test/test_003_steady_state_fitting.py, test/test_004_steady_state_fitting_contact.py;.gitignore, heat_battery/__init__.py, heat_battery/geometry/__init__.py, test/__init__.py
2023-11-05 21:50:43 +0100;1213b23;79704;1984;310;73;1612;1995;44;Change default material property;heat_battery/data/__init__.py, heat_battery/data/show_data.py, heat_battery/geometry/experiment.py, heat_battery/geometry/experiment_contact.py, heat_battery/geometry/simple_setup.py, heat_battery/geometry/utilities.py, heat_battery/materials/__init__.py, heat_battery/materials/material_base.py, heat_battery/materials/materials.py, heat_battery/materials/materials_backup.py, heat_battery/optimization/__init__.py, heat_battery/optimization/optimization.py, heat_battery/optimization/optimizers.py, heat_battery/simulations/Experiment_sim.py, heat_battery/simulations/__init__.py, heat_battery/simulations/utilities/__init__.py, heat_battery/simulations/utilities/probing.py, test/adjoint_test.py, test/test_001.py, test/test_002_experiment_geometry.py, test/test_003_steady_state_fitting.py, test/test_004_steady_state_fitting_contact.py;.gitignore, heat_battery/__init__.py, heat_battery/geometry/__init__.py, test/__init__.py
2023-11-05 21:53:18 +0100;91a6c36;82651;2058;321;77;1673;2071;45;Adding subdomain temperature density evaluation, improving tests;heat_battery/data/__init__.py, heat_battery/data/show_data.py, heat_battery/geometry/experiment.py, heat_battery/geometry/experiment_contact.py, heat_battery/geometry/simple_setup.py, heat_battery/geometry/utilities.py, heat_battery/materials/__init__.py, heat_battery/materials/material_base.py, heat_battery/materials/materials.py, heat_battery/materials/materials_backup.py, heat_battery/optimization/__init__.py, heat_battery/optimization/optimization.py, heat_battery/optimization/optimizers.py, heat_battery/simulations/Experiment_sim.py, heat_battery/simulations/__init__.py, heat_battery/simulations/utilities/__init__.py, heat_battery/simulations/utilities/probing.py, test/adjoint_test.py, test/test_001.py, test/test_002_experiment_geometry.py, test/test_003_steady_state_fitting.py, test/test_004_steady_state_fitting_contact.py, test/test_005_cumulative_density.py, test/test_006_plot_k_property.py;.gitignore, heat_battery/__init__.py, heat_battery/geometry/__init__.py, test/__init__.py
2023-11-06 23:29:16 +0100;931acfd;86876;2192;358;81;1768;2207;48;Improving tests;heat_battery/data/__init__.py, heat_battery/data/show_data.py, heat_battery/geometry/dummy.py, heat_battery/geometry/experiment.py, heat_battery/geometry/experiment_contact.py, heat_battery/geometry/simple_setup.py, heat_battery/geometry/utilities.py, heat_battery/materials/__init__.py, heat_battery/materials/material_base.py, heat_battery/materials/materials.py, heat_battery/materials/materials_backup.py, heat_battery/optimization/__init__.py, heat_battery/optimization/optimization.py, heat_battery/optimization/optimizers.py, heat_battery/simulations/Experiment_sim.py, heat_battery/simulations/__init__.py, heat_battery/simulations/utilities/__init__.py, heat_battery/simulations/utilities/probing.py, test/adjoint_test.py, test/test_cumulative_density.py, test/test_discovery.py, test/test_experiment_geometry.py, test/test_materials.py, test/test_plot_k_property.py, test/test_steady_state_fitting.py, test/test_steady_state_fitting_contact.py, test/test_unsteady.py;.gitignore, heat_battery/__init__.py, heat_battery/geometry/__init__.py, test/__init__.py
2023-11-06 23:35:57 +0100;8b060cc;86968;2195;358;81;1771;2210;48;Upgrading dolfinx 0.6.0 -> 0.7.1;heat_battery/data/__init__.py, heat_battery/data/show_data.py, heat_battery/geometry/dummy.py, heat_battery/geometry/experiment.py, heat_battery/geometry/experiment_contact.py, heat_battery/geometry/simple_setup.py, heat_battery/geometry/utilities.py, heat_battery/materials/__init__.py, heat_battery/materials/material_base.py, heat_battery/materials/materials.py, heat_battery/materials/materials_backup.py, heat_battery/optimization/__init__.py, heat_battery/optimization/optimization.py, heat_battery/optimization/optimizers.py, heat_battery/simulations/Experiment_sim.py, heat_battery/simulations/__init__.py, heat_battery/simulations/utilities/__init__.py, heat_battery/simulations/utilities/probing.py, test/adjoint_test.py, test/test_cumulative_density.py, test/test_discovery.py, test/test_experiment_geometry.py, test/test_materials.py, test/test_plot_k_property.py, test/test_steady_state_fitting.py, test/test_steady_state_fitting_contact.py, test/test_unsteady.py;.gitignore, heat_battery/__init__.py, heat_battery/geometry/__init__.py, test/__init__.py
2023-11-06 23:37:50 +0100;a318cf5;86969;2195;358;81;1771;2210;48;Fixing relative import of utilities;heat_battery/data/__init__.py, heat_battery/data/show_data.py, heat_battery/geometry/dummy.py, heat_battery/geometry/experiment.py, heat_battery/geometry/experiment_contact.py, heat_battery/geometry/simple_setup.py, heat_battery/geometry/utilities.py, heat_battery/materials/__init__.py, heat_battery/materials/material_base.py, heat_battery/materials/materials.py, heat_battery/materials/materials_backup.py, heat_battery/optimization/__init__.py, heat_battery/optimization/optimization.py, heat_battery/optimization/optimizers.py, heat_battery/simulations/Experiment_sim.py, heat_battery/simulations/__init__.py, heat_battery/simulations/utilities/__init__.py, heat_battery/simulations/utilities/probing.py, test/adjoint_test.py, test/test_cumulative_density.py, test/test_discovery.py, test/test_experiment_geometry.py, test/test_materials.py, test/test_plot_k_property.py, test/test_steady_state_fitting.py, test/test_steady_state_fitting_contact.py, test/test_unsteady.py;.gitignore, heat_battery/__init__.py, heat_battery/geometry/__init__.py, test/__init__.py
2023-11-07 12:11:01 +0100;6b9ab6f;85963;2174;362;80;1747;2189;47;Adding MaterialSet component for convenience;heat_battery/data/__init__.py, heat_battery/data/show_data.py, heat_battery/geometry/dummy.py, heat_battery/geometry/experiment.py, heat_battery/geometry/experiment_contact.py, heat_battery/geometry/simple_setup.py, heat_battery/geometry/utilities.py, heat_battery/materials/__init__.py, heat_battery/materials/material_base.py, heat_battery/materials/materials.py, heat_battery/materials/materials_backup.py, heat_battery/optimization/__init__.py, heat_battery/optimization/optimization.py, heat_battery/optimization/optimizers.py, heat_battery/simulations/Experiment_sim.py, heat_battery/simulations/__init__.py, heat_battery/simulations/utilities/__init__.py, heat_battery/simulations/utilities/probing.py, test/adjoint_test.py, test/test_cumulative_density.py, test/test_discovery.py, test/test_experiment_geometry.py, test/test_materials.py, test/test_plot_k_property.py, test/test_steady_state_fitting.py, test/test_steady_state_fitting_contact.py, test/test_unsteady.py;.gitignore, heat_battery/__init__.py, heat_battery/geometry/__init__.py, test/__init__.py
2023-11-07 12:11:35 +0100;6255974;86224;2180;362;81;1752;2195;47;Improving unsteady test;heat_battery/data/__init__.py, heat_battery/data/show_data.py, heat_battery/geometry/dummy.py, heat_battery/geometry/experiment.py, heat_battery/geometry/experiment_contact.py, heat_battery/geometry/simple_setup.py, heat_battery/geometry/utilities.py, heat_battery/materials/__init__.py, heat_battery/materials/material_base.py, heat_battery/materials/materials.py, heat_battery/materials/materials_backup.py, heat_battery/optimization/__init__.py, heat_battery/optimization/optimization.py, heat_battery/optimization/optimizers.py, heat_battery/simulations/Experiment_sim.py, heat_battery/simulations/__init__.py, heat_battery/simulations/utilities/__init__.py, heat_battery/simulations/utilities/probing.py, test/adjoint_test.py, test/test_cumulative_density.py, test/test_discovery.py, test/test_experiment_geometry.py, test/test_materials.py, test/test_plot_k_property.py, test/test_steady_state_fitting.py, test/test_steady_state_fitting_contact.py, test/test_unsteady.py;.gitignore, heat_battery/__init__.py, heat_battery/geometry/__init__.py, test/__init__.py
2023-11-07 12:32:33 +0100;24c0613;86887;2192;363;81;1763;2207;48;Ading SandTheory material 3-order polynomial, acording to theory;heat_battery/data/__init__.py, heat_battery/data/show_data.py, heat_battery/geometry/dummy.py, heat_battery/geometry/experiment.py, heat_battery/geometry/experiment_contact.py, heat_battery/geometry/simple_setup.py, heat_battery/geometry/utilities.py, heat_battery/materials/__init__.py, heat_battery/materials/material_base.py, heat_battery/materials/materials.py, heat_battery/materials/materials_backup.py, heat_battery/optimization/__init__.py, heat_battery/optimization/optimization.py, heat_battery/optimization/optimizers.py, heat_battery/simulations/Experiment_sim.py, heat_battery/simulations/__init__.py, heat_battery/simulations/utilities/__init__.py, heat_battery/simulations/utilities/probing.py, test/adjoint_test.py, test/test_cumulative_density.py, test/test_discovery.py, test/test_experiment_geometry.py, test/test_materials.py, test/test_plot_k_property.py, test/test_steady_state_fitting.py, test/test_steady_state_fitting_contact.py, test/test_unsteady.py;.gitignore, heat_battery/__init__.py, heat_battery/geometry/__init__.py, test/__init__.py
2023-11-08 19:36:46 +0100;26545cc;111673;2503;407;89;2025;2521;62;Adding Visualizer, bug fixes;heat_battery/data/__init__.py, heat_battery/data/assets/fire_lottie.json, heat_battery/data/pages.py, heat_battery/data/show_data.py, heat_battery/data/visualizer.py, heat_battery/geometry/dummy.py, heat_battery/geometry/experiment.py, heat_battery/geometry/experiment_contact.py, heat_battery/geometry/simple_setup.py, heat_battery/geometry/utilities.py, heat_battery/materials/__init__.py, heat_battery/materials/material_base.py, heat_battery/materials/materials.py, heat_battery/materials/materials_backup.py, heat_battery/optimization/__init__.py, heat_battery/optimization/optimization.py, heat_battery/optimization/optimizers.py, heat_battery/simulations/Experiment_sim.py, heat_battery/simulations/__init__.py, heat_battery/simulations/utilities/__init__.py, heat_battery/simulations/utilities/probing.py, test/adjoint_test.py, test/test_cumulative_density.py, test/test_discovery.py, test/test_experiment_geometry.py, test/test_materials.py, test/test_plot_k_property.py, test/test_steady_state_fitting.py, test/test_steady_state_fitting_contact.py, test/test_unsteady.py, test_visualizer.py;.gitignore, heat_battery/__init__.py, heat_battery/geometry/__init__.py, test/__init__.py
2023-11-08 19:37:41 +0100;c8d2b4a;111668;2503;407;89;2025;2521;62;bug fixes in tests;heat_battery/data/__init__.py, heat_battery/data/assets/fire_lottie.json, heat_battery/data/pages.py, heat_battery/data/show_data.py, heat_battery/data/visualizer.py, heat_battery/geometry/dummy.py, heat_battery/geometry/experiment.py, heat_battery/geometry/experiment_contact.py, heat_battery/geometry/simple_setup.py, heat_battery/geometry/utilities.py, heat_battery/materials/__init__.py, heat_battery/materials/material_base.py, heat_battery/materials/materials.py, heat_battery/materials/materials_backup.py, heat_battery/optimization/__init__.py, heat_battery/optimization/optimization.py, heat_battery/optimization/optimizers.py, heat_battery/simulations/Experiment_sim.py, heat_battery/simulations/__init__.py, heat_battery/simulations/utilities/__init__.py, heat_battery/simulations/utilities/probing.py, test/adjoint_test.py, test/test_cumulative_density.py, test/test_discovery.py, test/test_experiment_geometry.py, test/test_materials.py, test/test_plot_k_property.py, test/test_steady_state_fitting.py, test/test_steady_state_fitting_contact.py, test/test_unsteady.py, test_visualizer.py;.gitignore, heat_battery/__init__.py, heat_battery/geometry/__init__.py, test/__init__.py
2023-11-08 19:38:56 +0100;ac6e17d;107877;2413;395;87;1949;2431;59;Removing old backup material definition;heat_battery/data/__init__.py, heat_battery/data/assets/fire_lottie.json, heat_battery/data/pages.py, heat_battery/data/show_data.py, heat_battery/data/visualizer.py, heat_battery/geometry/dummy.py, heat_battery/geometry/experiment.py, heat_battery/geometry/experiment_contact.py, heat_battery/geometry/simple_setup.py, heat_battery/geometry/utilities.py, heat_battery/materials/__init__.py, heat_battery/materials/material_base.py, heat_battery/materials/materials.py, heat_battery/optimization/__init__.py, heat_battery/optimization/optimization.py, heat_battery/optimization/optimizers.py, heat_battery/simulations/Experiment_sim.py, heat_battery/simulations/__init__.py, heat_battery/simulations/utilities/__init__.py, heat_battery/simulations/utilities/probing.py, test/adjoint_test.py, test/test_cumulative_density.py, test/test_discovery.py, test/test_experiment_geometry.py, test/test_materials.py, test/test_plot_k_property.py, test/test_steady_state_fitting.py, test/test_steady_state_fitting_contact.py, test/test_unsteady.py, test_visualizer.py;.gitignore, heat_battery/__init__.py, heat_battery/geometry/__init__.py, test/__init__.py
2023-11-10 19:05:35 +0100;ac25da2;113579;2547;417;98;2050;2565;63;Switching to Enrich, adding FigureResample page to visualizer for big data;heat_battery/data/__init__.py, heat_battery/data/assets/fire_lottie.json, heat_battery/data/experimental_data.py, heat_battery/data/pages.py, heat_battery/data/visualizer.py, heat_battery/geometry/dummy.py, heat_battery/geometry/experiment.py, heat_battery/geometry/experiment_contact.py, heat_battery/geometry/simple_setup.py, heat_battery/geometry/utilities.py, heat_battery/materials/__init__.py, heat_battery/materials/material_base.py, heat_battery/materials/materials.py, heat_battery/optimization/__init__.py, heat_battery/optimization/optimization.py, heat_battery/optimization/optimizers.py, heat_battery/simulations/Experiment_sim.py, heat_battery/simulations/__init__.py, heat_battery/simulations/utilities/__init__.py, heat_battery/simulations/utilities/probing.py, test/adjoint_test.py, test/test_cumulative_density.py, test/test_discovery.py, test/test_experiment_geometry.py, test/test_materials.py, test/test_plot_k_property.py, test/test_steady_state_fitting.py, test/test_steady_state_fitting_contact.py, test/test_unsteady.py, test_visualizer.py;.gitignore, heat_battery/__init__.py, heat_battery/geometry/__init__.py, test/__init__.py
2023-11-12 20:49:46 +0100;7e24baf;112534;2530;415;97;2036;2548;62;Making Reasampler a class property, removing dynamic callback for adding resamplers;heat_battery/data/__init__.py, heat_battery/data/assets/fire_lottie.json, heat_battery/data/experimental_data.py, heat_battery/data/pages.py, heat_battery/data/visualizer.py, heat_battery/geometry/dummy.py, heat_battery/geometry/experiment.py, heat_battery/geometry/experiment_contact.py, heat_battery/geometry/simple_setup.py, heat_battery/geometry/utilities.py, heat_battery/materials/__init__.py, heat_battery/materials/material_base.py, heat_battery/materials/materials.py, heat_battery/optimization/__init__.py, heat_battery/optimization/optimization.py, heat_battery/optimization/optimizers.py, heat_battery/simulations/Experiment_sim.py, heat_battery/simulations/__init__.py, heat_battery/simulations/utilities/__init__.py, heat_battery/simulations/utilities/probing.py, test/adjoint_test.py, test/test_cumulative_density.py, test/test_discovery.py, test/test_experiment_geometry.py, test/test_materials.py, test/test_plot_k_property.py, test/test_steady_state_fitting.py, test/test_steady_state_fitting_contact.py, test/test_unsteady.py, test_visualizer.py;.gitignore, heat_battery/__init__.py, heat_battery/geometry/__init__.py, test/__init__.py
2023-11-13 08:55:07 +0100;6fc7d81;113150;2545;415;98;2050;2563;62;Reflecting PresudoExperimentalData API change in tests;heat_battery/data/__init__.py, heat_battery/data/assets/fire_lottie.json, heat_battery/data/experimental_data.py, heat_battery/data/pages.py, heat_battery/data/visualizer.py, heat_battery/geometry/dummy.py, heat_battery/geometry/experiment.py, heat_battery/geometry/experiment_contact.py, heat_battery/geometry/simple_setup.py, heat_battery/geometry/utilities.py, heat_battery/materials/__init__.py, heat_battery/materials/material_base.py, heat_battery/materials/materials.py, heat_battery/optimization/__init__.py, heat_battery/optimization/optimization.py, heat_battery/optimization/optimizers.py, heat_battery/simulations/Experiment_sim.py, heat_battery/simulations/__init__.py, heat_battery/simulations/utilities/__init__.py, heat_battery/simulations/utilities/probing.py, test/adjoint_test.py, test/test_cumulative_density.py, test/test_discovery.py, test/test_experiment_geometry.py, test/test_materials.py, test/test_plot_k_property.py, test/test_steady_state_fitting.py, test/test_steady_state_fitting_contact.py, test/test_unsteady.py, test_visualizer.py;.gitignore, heat_battery/__init__.py, heat_battery/geometry/__init__.py, test/__init__.py
2023-11-13 15:52:21 +0100;19c7601;115095;2598;422;112;2082;2616;63;ResamplingPage and FigurePage can both subplot automaticaly now;heat_battery/data/__init__.py, heat_battery/data/assets/fire_lottie.json, heat_battery/data/experimental_data.py, heat_battery/data/pages.py, heat_battery/data/visualizer.py, heat_battery/geometry/dummy.py, heat_battery/geometry/experiment.py, heat_battery/geometry/experiment_contact.py, heat_battery/geometry/simple_setup.py, heat_battery/geometry/utilities.py, heat_battery/materials/__init__.py, heat_battery/materials/material_base.py, heat_battery/materials/materials.py, heat_battery/optimization/__init__.py, heat_battery/optimization/optimization.py, heat_battery/optimization/optimizers.py, heat_battery/simulations/Experiment_sim.py, heat_battery/simulations/__init__.py, heat_battery/simulations/utilities/__init__.py, heat_battery/simulations/utilities/probing.py, test/adjoint_test.py, test/test_cumulative_density.py, test/test_discovery.py, test/test_experiment_geometry.py, test/test_materials.py, test/test_plot_k_property.py, test/test_steady_state_fitting.py, test/test_steady_state_fitting_contact.py, test/test_unsteady.py, test_visualizer.py;.gitignore, heat_battery/__init__.py, heat_battery/geometry/__init__.py, test/__init__.py
2023-11-14 14:38:01 +0100;e9f302b;116191;2635;428;111;2115;2654;64;Adding VTKMeshPage to visualizer;heat_battery/data/__init__.py, heat_battery/data/assets/fire_lottie.json, heat_battery/data/experimental_data.py, heat_battery/data/pages.py, heat_battery/data/visualizer.py, heat_battery/geometry/dummy.py, heat_battery/geometry/experiment.py, heat_battery/geometry/experiment_contact.py, heat_battery/geometry/simple_setup.py, heat_battery/geometry/utilities.py, heat_battery/materials/__init__.py, heat_battery/materials/material_base.py, heat_battery/materials/materials.py, heat_battery/optimization/__init__.py, heat_battery/optimization/optimization.py, heat_battery/optimization/optimizers.py, heat_battery/simulations/Experiment_sim.py, heat_battery/simulations/__init__.py, heat_battery/simulations/utilities/__init__.py, heat_battery/simulations/utilities/probing.py, test/adjoint_test.py, test/test_cumulative_density.py, test/test_discovery.py, test/test_experiment_geometry.py, test/test_materials.py, test/test_plot_k_property.py, test/test_steady_state_fitting.py, test/test_steady_state_fitting_contact.py, test/test_unsteady.py, test_visualizer.py;.gitignore, heat_battery/__init__.py, heat_battery/geometry/__init__.py, test/__init__.py
2023-11-20 08:09:53 +0100;fc1b96d;116404;2640;428;115;2116;2659;64;Separating initial condition and initial solution guess;heat_battery/data/__init__.py, heat_battery/data/assets/fire_lottie.json, heat_battery/data/experimental_data.py, heat_battery/data/pages.py, heat_battery/data/visualizer.py, heat_battery/geometry/dummy.py, heat_battery/geometry/experiment.py, heat_battery/geometry/experiment_contact.py, heat_battery/geometry/simple_setup.py, heat_battery/geometry/utilities.py, heat_battery/materials/__init__.py, heat_battery/materials/material_base.py, heat_battery/materials/materials.py, heat_battery/optimization/__init__.py, heat_battery/optimization/optimization.py, heat_battery/optimization/optimizers.py, heat_battery/simulations/Experiment_sim.py, heat_battery/simulations/__init__.py, heat_battery/simulations/utilities/__init__.py, heat_battery/simulations/utilities/probing.py, test/adjoint_test.py, test/test_cumulative_density.py, test/test_discovery.py, test/test_experiment_geometry.py, test/test_materials.py, test/test_plot_k_property.py, test/test_steady_state_fitting.py, test/test_steady_state_fitting_contact.py, test/test_unsteady.py, test_visualizer.py;.gitignore, heat_battery/__init__.py, heat_battery/geometry/__init__.py, test/__init__.py
2023-11-20 08:21:39 +0100;9ccdeff;116566;2645;430;115;2119;2664;64;Adding bounds options to ADAM optimizer;heat_battery/data/__init__.py, heat_battery/data/assets/fire_lottie.json, heat_battery/data/experimental_data.py, heat_battery/data/pages.py, heat_battery/data/visualizer.py, heat_battery/geometry/dummy.py, heat_battery/geometry/experiment.py, heat_battery/geometry/experiment_contact.py, heat_battery/geometry/simple_setup.py, heat_battery/geometry/utilities.py, heat_battery/materials/__init__.py, heat_battery/materials/material_base.py, heat_battery/materials/materials.py, heat_battery/optimization/__init__.py, heat_battery/optimization/optimization.py, heat_battery/optimization/optimizers.py, heat_battery/simulations/Experiment_sim.py, heat_battery/simulations/__init__.py, heat_battery/simulations/utilities/__init__.py, heat_battery/simulations/utilities/probing.py, test/adjoint_test.py, test/test_cumulative_density.py, test/test_discovery.py, test/test_experiment_geometry.py, test/test_materials.py, test/test_plot_k_property.py, test/test_steady_state_fitting.py, test/test_steady_state_fitting_contact.py, test/test_unsteady.py, test_visualizer.py;.gitignore, heat_battery/__init__.py, heat_battery/geometry/__init__.py, test/__init__.py
2023-11-20 08:23:14 +0100;65c3d65;116566;2645;430;115;2119;2664;64;Lower refresh interval for pages;heat_battery/data/__init__.py, heat_battery/data/assets/fire_lottie.json, heat_battery/data/experimental_data.py, heat_battery/data/pages.py, heat_battery/data/visualizer.py, heat_battery/geometry/dummy.py, heat_battery/geometry/experiment.py, heat_battery/geometry/experiment_contact.py, heat_battery/geometry/simple_setup.py, heat_battery/geometry/utilities.py, heat_battery/materials/__init__.py, heat_battery/materials/material_base.py, heat_battery/materials/materials.py, heat_battery/optimization/__init__.py, heat_battery/optimization/optimization.py, heat_battery/optimization/optimizers.py, heat_battery/simulations/Experiment_sim.py, heat_battery/simulations/__init__.py, heat_battery/simulations/utilities/__init__.py, heat_battery/simulations/utilities/probing.py, test/adjoint_test.py, test/test_cumulative_density.py, test/test_discovery.py, test/test_experiment_geometry.py, test/test_materials.py, test/test_plot_k_property.py, test/test_steady_state_fitting.py, test/test_steady_state_fitting_contact.py, test/test_unsteady.py, test_visualizer.py;.gitignore, heat_battery/__init__.py, heat_battery/geometry/__init__.py, test/__init__.py
2023-11-20 19:41:45 +0100;8044f5f;116627;2654;433;117;2123;2673;64;Making get_k and set_k compatible with multiple indices;heat_battery/data/__init__.py, heat_battery/data/assets/fire_lottie.json, heat_battery/data/experimental_data.py, heat_battery/data/pages.py, heat_battery/data/visualizer.py, heat_battery/geometry/dummy.py, heat_battery/geometry/experiment.py, heat_battery/geometry/experiment_contact.py, heat_battery/geometry/simple_setup.py, heat_battery/geometry/utilities.py, heat_battery/materials/__init__.py, heat_battery/materials/material_base.py, heat_battery/materials/materials.py, heat_battery/optimization/__init__.py, heat_battery/optimization/optimization.py, heat_battery/optimization/optimizers.py, heat_battery/simulations/Experiment_sim.py, heat_battery/simulations/__init__.py, heat_battery/simulations/utilities/__init__.py, heat_battery/simulations/utilities/probing.py, test/adjoint_test.py, test/test_cumulative_density.py, test/test_discovery.py, test/test_experiment_geometry.py, test/test_materials.py, test/test_plot_k_property.py, test/test_steady_state_fitting.py, test/test_steady_state_fitting_contact.py, test/test_unsteady.py, test_visualizer.py;.gitignore, heat_battery/__init__.py, heat_battery/geometry/__init__.py, test/__init__.py
2023-11-20 19:42:45 +0100;a828648;116643;2654;433;117;2123;2673;64;Changing material defaults;heat_battery/data/__init__.py, heat_battery/data/assets/fire_lottie.json, heat_battery/data/experimental_data.py, heat_battery/data/pages.py, heat_battery/data/visualizer.py, heat_battery/geometry/dummy.py, heat_battery/geometry/experiment.py, heat_battery/geometry/experiment_contact.py, heat_battery/geometry/simple_setup.py, heat_battery/geometry/utilities.py, heat_battery/materials/__init__.py, heat_battery/materials/material_base.py, heat_battery/materials/materials.py, heat_battery/optimization/__init__.py, heat_battery/optimization/optimization.py, heat_battery/optimization/optimizers.py, heat_battery/simulations/Experiment_sim.py, heat_battery/simulations/__init__.py, heat_battery/simulations/utilities/__init__.py, heat_battery/simulations/utilities/probing.py, test/adjoint_test.py, test/test_cumulative_density.py, test/test_discovery.py, test/test_experiment_geometry.py, test/test_materials.py, test/test_plot_k_property.py, test/test_steady_state_fitting.py, test/test_steady_state_fitting_contact.py, test/test_unsteady.py, test_visualizer.py;.gitignore, heat_battery/__init__.py, heat_battery/geometry/__init__.py, test/__init__.py
